embeddings_name,Num_Topics,n_neighbors,n_components,min_cluster_size,min_samples,cluster_selection_method,topic_coherence_c_v
all-mpnet-base-v2,14,10,25,15,15,eom,0.4544124760659364
all-mpnet-base-v2,12,25,20,5,5,eom,0.45436444407869725
all-mpnet-base-v2,8,25,10,10,5,eom,0.45426724725369894
all-mpnet-base-v2,14,15,25,10,5,eom,0.4542287707726016
all-mpnet-base-v2,6,25,15,10,5,eom,0.45400380278289176
all-mpnet-base-v2,16,20,15,5,5,eom,0.4539309297239816
all-mpnet-base-v2,4,25,25,25,10,eom,0.45379894703121026
all-mpnet-base-v2,4,25,25,20,10,eom,0.45379894703121026
all-mpnet-base-v2,6,10,20,10,5,eom,0.45375211808102545
all-mpnet-base-v2,16,10,25,5,15,eom,0.4536902640823223
all-mpnet-base-v2,4,20,10,10,15,eom,0.45364819983488386
all-mpnet-base-v2,8,5,25,10,25,eom,0.45356482247292124
all-mpnet-base-v2,8,5,25,5,25,eom,0.45356482247292124
all-mpnet-base-v2,14,5,10,10,5,eom,0.453548225601668
all-mpnet-base-v2,6,10,10,15,15,eom,0.45352685337991766
all-mpnet-base-v2,20,15,10,5,5,eom,0.45350886438932764
all-mpnet-base-v2,14,5,20,10,10,eom,0.4533998699899218
all-mpnet-base-v2,8,20,10,5,10,eom,0.45336900360942245
all-mpnet-base-v2,4,15,5,25,15,eom,0.4533411446330661
all-mpnet-base-v2,14,20,15,5,5,eom,0.4532831460910644
all-mpnet-base-v2,14,15,15,5,10,eom,0.4532805166452153
all-mpnet-base-v2,12,10,25,5,20,eom,0.4532735574342386
all-mpnet-base-v2,14,10,25,5,20,eom,0.45327355743423847
all-mpnet-base-v2,20,10,25,5,20,eom,0.45327355743423847
all-mpnet-base-v2,16,10,25,5,20,eom,0.45327355743423847
all-mpnet-base-v2,18,10,25,5,20,eom,0.45327355743423847
all-mpnet-base-v2,4,15,25,15,20,eom,0.4531672950376655
all-mpnet-base-v2,4,15,25,10,20,eom,0.4531672950376655
all-mpnet-base-v2,4,15,25,20,20,eom,0.4531672950376655
all-mpnet-base-v2,16,10,5,15,10,eom,0.45314901197782537
all-mpnet-base-v2,14,10,5,15,10,eom,0.45314901197782537
all-mpnet-base-v2,18,10,5,15,10,eom,0.45314901197782537
all-mpnet-base-v2,20,10,5,15,10,eom,0.45314901197782537
all-mpnet-base-v2,10,5,10,10,20,eom,0.45294697301807
all-mpnet-base-v2,10,5,10,15,20,eom,0.45294697301807
all-mpnet-base-v2,6,15,25,15,10,eom,0.4529254506754891
all-mpnet-base-v2,6,15,25,10,10,eom,0.4529254506754891
all-mpnet-base-v2,14,20,10,10,10,eom,0.45290479205206297
all-mpnet-base-v2,20,20,10,10,10,eom,0.4529047920520629
all-mpnet-base-v2,16,20,10,10,10,eom,0.4529047920520629
all-mpnet-base-v2,18,20,10,10,10,eom,0.4529047920520629
all-mpnet-base-v2,8,10,15,5,5,eom,0.452882860357926
all-mpnet-base-v2,14,20,15,10,10,eom,0.4528763077439643
all-mpnet-base-v2,20,20,15,10,10,eom,0.45287630774396426
all-mpnet-base-v2,18,20,15,10,10,eom,0.45287630774396426
all-mpnet-base-v2,16,20,15,10,10,eom,0.45287630774396426
all-mpnet-base-v2,14,20,10,5,10,eom,0.4528691041674141
all-mpnet-base-v2,18,25,15,10,5,eom,0.4528608851328281
all-mpnet-base-v2,12,10,25,20,5,eom,0.45277145471436664
all-mpnet-base-v2,12,10,25,15,5,eom,0.45277145471436664
all-mpnet-base-v2,10,15,5,5,10,eom,0.45273964615038786
all-mpnet-base-v2,6,15,15,5,5,eom,0.4526755067299109
all-mpnet-base-v2,4,10,20,25,15,eom,0.45267397521520997
all-mpnet-base-v2,8,5,25,15,25,eom,0.45262879545131657
all-mpnet-base-v2,8,5,25,20,25,eom,0.45262879545131657
all-mpnet-base-v2,4,25,15,10,15,eom,0.4526121203163921
all-mpnet-base-v2,4,25,15,15,15,eom,0.4526121203163921
all-mpnet-base-v2,4,25,15,5,15,eom,0.4526121203163921
all-mpnet-base-v2,18,10,25,20,10,eom,0.45258724163832587
all-mpnet-base-v2,16,10,25,20,10,eom,0.45258724163832587
all-mpnet-base-v2,20,10,25,20,10,eom,0.45258724163832587
all-mpnet-base-v2,10,20,20,10,10,eom,0.45255923104264595
all-mpnet-base-v2,6,10,10,10,15,eom,0.45251846858679573
all-mpnet-base-v2,6,10,10,5,15,eom,0.45251846858679573
all-mpnet-base-v2,6,5,15,5,5,eom,0.45242277836679784
all-mpnet-base-v2,12,25,5,10,5,eom,0.4524029713951825
all-mpnet-base-v2,18,10,5,5,10,eom,0.4523483046488408
all-mpnet-base-v2,4,5,15,10,10,eom,0.45216820771729765
all-mpnet-base-v2,8,20,10,10,10,eom,0.452087734911602
all-mpnet-base-v2,20,5,10,10,5,eom,0.45202897996201896
all-mpnet-base-v2,14,5,10,10,10,eom,0.4519777313444552
all-mpnet-base-v2,20,25,15,5,5,eom,0.4519539540867799
all-mpnet-base-v2,6,5,5,5,10,eom,0.4519060256776163
all-mpnet-base-v2,12,5,10,5,5,eom,0.4518814552747111
all-mpnet-base-v2,8,5,10,5,25,eom,0.45180851262415916
all-mpnet-base-v2,8,5,10,10,25,eom,0.45180851262415916
all-mpnet-base-v2,8,25,25,10,5,eom,0.45173561752200925
all-mpnet-base-v2,10,10,10,20,10,eom,0.4517029340904193
all-mpnet-base-v2,10,10,10,15,10,eom,0.4517029340904193
all-mpnet-base-v2,10,10,10,25,10,eom,0.4517029340904193
all-mpnet-base-v2,10,15,5,25,15,eom,0.4516437710932012
all-mpnet-base-v2,12,15,5,25,15,eom,0.4516437710932012
all-mpnet-base-v2,14,15,5,25,15,eom,0.4516437710932012
all-mpnet-base-v2,20,15,5,25,15,eom,0.4516437710932012
all-mpnet-base-v2,16,15,5,25,15,eom,0.4516437710932012
all-mpnet-base-v2,8,15,5,25,15,eom,0.4516437710932012
all-mpnet-base-v2,18,15,5,25,15,eom,0.4516437710932012
all-mpnet-base-v2,14,10,15,5,5,eom,0.45162227667053106
all-mpnet-base-v2,12,15,15,10,10,eom,0.45160006978172196
all-mpnet-base-v2,6,10,5,20,15,eom,0.4514998518687898
all-mpnet-base-v2,4,15,25,5,10,eom,0.45146160313530537
all-mpnet-base-v2,10,10,25,10,15,eom,0.45145579528671254
all-mpnet-base-v2,6,25,10,5,5,eom,0.4513939156712042
all-mpnet-base-v2,18,20,15,5,5,eom,0.45135161456044554
all-mpnet-base-v2,4,5,10,25,10,eom,0.45133876536277306
all-mpnet-base-v2,10,5,15,10,10,eom,0.45132650836229915
all-mpnet-base-v2,8,10,10,15,5,eom,0.4512946580166971
all-mpnet-base-v2,20,20,5,10,10,eom,0.4512680077435099
all-mpnet-base-v2,20,20,5,5,10,eom,0.4512680077435099
all-mpnet-base-v2,16,15,5,10,10,eom,0.45125837733837987
all-mpnet-base-v2,4,15,15,5,5,eom,0.45118691724556914
all-mpnet-base-v2,12,20,15,15,10,eom,0.45092782928998987
all-mpnet-base-v2,18,20,15,15,10,eom,0.45092782928998987
all-mpnet-base-v2,16,20,15,15,10,eom,0.45092782928998987
all-mpnet-base-v2,10,20,15,15,10,eom,0.45092782928998987
all-mpnet-base-v2,20,20,15,15,10,eom,0.45092782928998987
all-mpnet-base-v2,14,20,15,15,10,eom,0.45092782928998987
all-mpnet-base-v2,8,20,15,15,10,eom,0.45092782928998987
all-mpnet-base-v2,8,15,5,10,10,eom,0.4508777284588333
all-mpnet-base-v2,16,20,15,10,5,eom,0.4508691542275056
all-mpnet-base-v2,18,15,15,10,10,eom,0.4508481789892414
all-mpnet-base-v2,8,10,10,15,15,eom,0.4508004594713767
all-mpnet-base-v2,10,25,15,10,5,eom,0.45078398066153763
all-mpnet-base-v2,4,25,15,10,5,eom,0.4507764309433229
all-mpnet-base-v2,10,20,10,10,5,eom,0.4507715927001401
all-mpnet-base-v2,6,10,10,20,15,eom,0.45073795865739597
all-mpnet-base-v2,16,15,20,5,5,eom,0.45073554666478105
all-mpnet-base-v2,6,15,25,10,20,eom,0.4507235383738233
all-mpnet-base-v2,6,15,25,15,20,eom,0.4507235383738233
all-mpnet-base-v2,6,15,25,20,20,eom,0.4507235383738233
all-mpnet-base-v2,6,15,5,25,5,eom,0.4506747809194681
all-mpnet-base-v2,16,25,5,5,5,eom,0.45065550863619985
all-mpnet-base-v2,8,25,20,10,10,eom,0.4506186310170413
all-mpnet-base-v2,4,25,5,15,5,eom,0.45057950111592004
all-mpnet-base-v2,18,5,10,10,5,eom,0.4505100911228673
all-mpnet-base-v2,6,10,10,25,15,eom,0.4503615853913848
all-mpnet-base-v2,4,10,5,15,10,eom,0.4503406032296824
all-mpnet-base-v2,18,20,5,10,5,eom,0.45025516908845564
all-mpnet-base-v2,6,5,25,25,20,eom,0.45014875426541445
all-mpnet-base-v2,18,5,25,25,20,eom,0.4501487542654144
all-mpnet-base-v2,20,5,25,25,20,eom,0.4501487542654144
all-mpnet-base-v2,10,5,25,25,20,eom,0.4501487542654144
all-mpnet-base-v2,8,5,25,25,20,eom,0.4501487542654144
all-mpnet-base-v2,14,5,25,25,20,eom,0.4501487542654144
all-mpnet-base-v2,16,5,25,25,20,eom,0.4501487542654144
all-mpnet-base-v2,12,5,25,25,20,eom,0.4501487542654144
all-mpnet-base-v2,4,5,25,10,25,eom,0.450091925453236
all-mpnet-base-v2,4,5,25,5,25,eom,0.450091925453236
all-mpnet-base-v2,16,25,20,10,5,eom,0.4500660501132231
all-mpnet-base-v2,16,15,20,10,5,eom,0.45004893455015915
all-mpnet-base-v2,4,5,25,25,25,eom,0.45003168962272533
all-mpnet-base-v2,16,10,20,5,5,eom,0.45000060976220646
all-mpnet-base-v2,8,15,15,5,5,eom,0.44999532552299626
all-mpnet-base-v2,16,20,5,10,5,eom,0.44995380553036096
all-mpnet-base-v2,16,15,5,10,5,eom,0.4498736746790256
all-mpnet-base-v2,4,15,5,15,20,eom,0.4498201233844604
all-mpnet-base-v2,4,15,5,10,20,eom,0.4498201233844604
all-mpnet-base-v2,4,25,20,10,20,eom,0.44980548506622925
all-mpnet-base-v2,4,25,20,5,20,eom,0.44980548506622925
all-mpnet-base-v2,4,25,20,25,20,eom,0.44980548506622925
all-mpnet-base-v2,4,25,20,15,20,eom,0.44980548506622925
all-mpnet-base-v2,4,25,20,20,20,eom,0.44980548506622925
all-mpnet-base-v2,16,10,5,5,15,eom,0.44979984193961337
all-mpnet-base-v2,20,10,5,10,15,eom,0.44979984193961337
all-mpnet-base-v2,20,10,5,5,15,eom,0.44979984193961337
all-mpnet-base-v2,14,10,5,10,15,eom,0.44979984193961337
all-mpnet-base-v2,12,10,5,5,15,eom,0.44979984193961337
all-mpnet-base-v2,16,10,5,10,15,eom,0.44979984193961337
all-mpnet-base-v2,12,10,5,10,15,eom,0.44979984193961337
all-mpnet-base-v2,18,10,5,10,15,eom,0.44979984193961337
all-mpnet-base-v2,14,10,5,5,15,eom,0.44979984193961337
all-mpnet-base-v2,18,10,5,5,15,eom,0.44979984193961337
all-mpnet-base-v2,4,5,10,5,25,eom,0.44978670390067677
all-mpnet-base-v2,4,5,10,10,25,eom,0.44978670390067677
all-mpnet-base-v2,20,10,10,15,15,eom,0.4497659021611318
all-mpnet-base-v2,12,10,10,15,15,eom,0.4497659021611318
all-mpnet-base-v2,14,10,10,15,15,eom,0.4497659021611318
all-mpnet-base-v2,18,10,10,15,15,eom,0.4497659021611318
all-mpnet-base-v2,16,10,10,15,15,eom,0.4497659021611318
all-mpnet-base-v2,18,25,15,5,5,eom,0.4497260395693701
all-mpnet-base-v2,6,10,25,15,15,eom,0.44970772184848457
all-mpnet-base-v2,8,10,10,20,10,eom,0.4497014211778095
all-mpnet-base-v2,8,10,10,25,10,eom,0.4497014211778095
all-mpnet-base-v2,8,10,10,15,10,eom,0.4497014211778095
all-mpnet-base-v2,4,10,25,25,15,eom,0.4495853518308974
all-mpnet-base-v2,4,10,25,20,15,eom,0.4495853518308974
all-mpnet-base-v2,6,20,10,20,15,eom,0.4495367778866481
all-mpnet-base-v2,6,20,10,15,15,eom,0.4495367778866481
all-mpnet-base-v2,18,10,5,25,15,eom,0.4495295045858782
all-mpnet-base-v2,20,10,5,25,15,eom,0.4495295045858782
all-mpnet-base-v2,14,10,5,25,15,eom,0.4495295045858782
all-mpnet-base-v2,6,10,5,25,15,eom,0.4495295045858782
all-mpnet-base-v2,16,10,5,25,15,eom,0.4495295045858782
all-mpnet-base-v2,10,10,5,25,15,eom,0.4495295045858782
all-mpnet-base-v2,12,10,5,25,15,eom,0.4495295045858782
all-mpnet-base-v2,8,10,5,25,15,eom,0.4495295045858782
all-mpnet-base-v2,18,10,25,15,10,eom,0.4494948943100541
all-mpnet-base-v2,20,10,25,15,10,eom,0.449494894310054
all-mpnet-base-v2,8,20,10,5,5,eom,0.4494409385561941
all-mpnet-base-v2,12,10,25,15,10,eom,0.4494034597028979
all-mpnet-base-v2,14,10,25,15,5,eom,0.44940110093015634
all-mpnet-base-v2,14,10,25,20,5,eom,0.44940110093015634
all-mpnet-base-v2,6,10,5,5,10,eom,0.44939584441675046
all-mpnet-base-v2,14,5,20,5,5,eom,0.44932761336614263
all-mpnet-base-v2,4,25,20,10,5,eom,0.4493237288272834
all-mpnet-base-v2,20,10,10,10,15,eom,0.44931862250171667
all-mpnet-base-v2,14,10,10,5,15,eom,0.44931862250171667
all-mpnet-base-v2,16,10,10,5,15,eom,0.44931862250171667
all-mpnet-base-v2,12,10,10,5,15,eom,0.44931862250171667
all-mpnet-base-v2,18,10,10,10,15,eom,0.44931862250171667
all-mpnet-base-v2,12,10,10,10,15,eom,0.44931862250171667
all-mpnet-base-v2,18,10,10,5,15,eom,0.44931862250171667
all-mpnet-base-v2,14,10,10,10,15,eom,0.44931862250171667
all-mpnet-base-v2,20,10,10,5,15,eom,0.44931862250171667
all-mpnet-base-v2,16,10,10,10,15,eom,0.44931862250171667
all-mpnet-base-v2,20,15,25,10,10,eom,0.44924584408991713
all-mpnet-base-v2,18,15,25,10,10,eom,0.44924584408991713
all-mpnet-base-v2,16,15,25,10,10,eom,0.44924584408991713
all-mpnet-base-v2,8,20,15,5,10,eom,0.4492265371300378
all-mpnet-base-v2,14,5,5,5,5,eom,0.4492010873501708
all-mpnet-base-v2,16,5,20,5,5,eom,0.44919480730809064
all-mpnet-base-v2,16,10,25,5,5,eom,0.449104361973579
all-mpnet-base-v2,4,10,5,15,5,eom,0.44907755740248473
all-mpnet-base-v2,14,5,15,25,20,eom,0.4490733909715476
all-mpnet-base-v2,20,5,15,25,20,eom,0.4490733909715476
all-mpnet-base-v2,10,5,15,25,20,eom,0.4490733909715476
all-mpnet-base-v2,16,5,15,25,20,eom,0.4490733909715476
all-mpnet-base-v2,18,5,15,25,20,eom,0.4490733909715476
all-mpnet-base-v2,8,5,15,25,20,eom,0.4490733909715476
all-mpnet-base-v2,6,5,15,25,20,eom,0.4490733909715476
all-mpnet-base-v2,12,5,15,25,20,eom,0.4490733909715476
all-mpnet-base-v2,12,25,20,10,5,eom,0.44897725322970555
all-mpnet-base-v2,10,20,10,5,5,eom,0.44896786488133755
all-mpnet-base-v2,14,20,20,5,5,eom,0.44894836045056363
all-mpnet-base-v2,18,10,25,15,15,eom,0.4489344466124754
all-mpnet-base-v2,20,10,25,15,15,eom,0.4489344466124754
all-mpnet-base-v2,16,10,25,15,15,eom,0.4489344466124754
all-mpnet-base-v2,8,10,25,15,15,eom,0.4488845968551271
all-mpnet-base-v2,18,15,10,5,5,eom,0.4488669614049236
all-mpnet-base-v2,10,5,15,5,5,eom,0.44883913183886465
all-mpnet-base-v2,16,25,5,15,5,eom,0.44882381885598216
all-mpnet-base-v2,8,10,10,10,15,eom,0.44882061289987163
all-mpnet-base-v2,8,10,10,5,15,eom,0.44882061289987163
all-mpnet-base-v2,6,15,25,10,15,eom,0.44879397994293163
all-mpnet-base-v2,6,15,25,15,15,eom,0.44879397994293163
all-mpnet-base-v2,20,15,5,10,15,eom,0.4487844193696033
all-mpnet-base-v2,18,15,5,10,15,eom,0.4487844193696033
all-mpnet-base-v2,16,15,5,10,15,eom,0.4487844193696033
all-mpnet-base-v2,14,15,5,10,15,eom,0.4487844193696033
all-mpnet-base-v2,4,15,25,5,20,eom,0.4487510270034184
all-mpnet-base-v2,4,10,15,5,25,eom,0.44874931832590603
all-mpnet-base-v2,4,10,15,10,25,eom,0.44874931832590603
all-mpnet-base-v2,12,5,10,15,10,eom,0.4486917367976824
all-mpnet-base-v2,14,25,5,5,5,eom,0.4486086807388715
all-mpnet-base-v2,14,15,10,5,5,eom,0.44858086781624673
all-mpnet-base-v2,8,15,15,10,10,eom,0.448572110491985
all-mpnet-base-v2,4,25,15,10,10,eom,0.44856172376732883
all-mpnet-base-v2,6,10,25,20,10,eom,0.448498486764895
all-mpnet-base-v2,6,10,25,25,10,eom,0.448498486764895
all-mpnet-base-v2,14,10,25,15,10,eom,0.4484661953900669
all-mpnet-base-v2,18,5,20,5,5,eom,0.4484635807241102
all-mpnet-base-v2,12,5,20,5,10,eom,0.44844479464793374
all-mpnet-base-v2,4,5,10,5,10,eom,0.4484387505827305
all-mpnet-base-v2,8,25,20,5,5,eom,0.44829295826310633
all-mpnet-base-v2,12,15,15,10,5,eom,0.4481882221082358
all-mpnet-base-v2,14,10,5,10,10,eom,0.448178367272376
all-mpnet-base-v2,6,25,10,20,5,eom,0.4481457891481427
all-mpnet-base-v2,14,20,15,5,10,eom,0.44808352702401943
all-mpnet-base-v2,20,15,15,10,10,eom,0.4480343609146683
all-mpnet-base-v2,10,5,20,5,5,eom,0.44799989451192934
all-mpnet-base-v2,14,5,15,5,10,eom,0.44798570283071076
all-mpnet-base-v2,12,10,5,5,5,eom,0.4479710465772065
all-mpnet-base-v2,10,5,20,10,20,eom,0.44795425406291317
all-mpnet-base-v2,4,5,10,10,5,eom,0.4479057838749433
all-mpnet-base-v2,14,25,5,15,5,eom,0.44786314299967894
all-mpnet-base-v2,6,10,10,15,5,eom,0.44772401508038684
all-mpnet-base-v2,4,20,20,20,15,eom,0.44769890826578196
all-mpnet-base-v2,20,5,25,5,25,eom,0.44767171780360004
all-mpnet-base-v2,20,5,25,10,25,eom,0.44767171780360004
all-mpnet-base-v2,18,5,25,5,25,eom,0.44767171780360004
all-mpnet-base-v2,16,5,25,10,25,eom,0.44767171780360004
all-mpnet-base-v2,18,5,25,10,25,eom,0.44767171780360004
all-mpnet-base-v2,10,5,25,10,25,eom,0.44767171780360004
all-mpnet-base-v2,12,5,25,5,25,eom,0.44767171780360004
all-mpnet-base-v2,12,5,25,10,25,eom,0.44767171780360004
all-mpnet-base-v2,10,5,25,5,25,eom,0.44767171780360004
all-mpnet-base-v2,16,5,25,5,25,eom,0.44767171780360004
all-mpnet-base-v2,14,5,25,5,25,eom,0.44767171780360004
all-mpnet-base-v2,14,5,25,10,25,eom,0.44767171780360004
all-mpnet-base-v2,4,20,10,20,15,eom,0.44758039472336747
all-mpnet-base-v2,4,20,10,15,15,eom,0.44758039472336747
all-mpnet-base-v2,10,5,5,10,10,eom,0.44756798962668576
all-mpnet-base-v2,16,20,10,10,5,eom,0.4474979545071847
all-mpnet-base-v2,18,25,10,5,5,eom,0.44749384712713186
all-mpnet-base-v2,10,10,25,15,15,eom,0.4474302890056011
all-mpnet-base-v2,8,25,5,25,5,eom,0.44742828423129055
all-mpnet-base-v2,4,10,5,25,10,eom,0.44731285967011186
all-mpnet-base-v2,4,10,5,20,10,eom,0.44731285967011186
all-mpnet-base-v2,14,25,25,5,5,eom,0.44725882720391547
all-mpnet-base-v2,4,10,10,20,15,eom,0.44725146589767756
all-mpnet-base-v2,8,10,25,5,15,eom,0.44724557547400434
all-mpnet-base-v2,14,25,20,10,5,eom,0.4472124555344688
all-mpnet-base-v2,12,10,25,5,15,eom,0.44718588358168165
all-mpnet-base-v2,20,20,15,5,5,eom,0.44716267028043444
all-mpnet-base-v2,16,5,5,5,5,eom,0.4471069025578555
all-mpnet-base-v2,18,25,10,10,10,eom,0.44708008907628366
all-mpnet-base-v2,18,25,10,5,10,eom,0.44708008907628366
all-mpnet-base-v2,10,5,10,15,10,eom,0.4470654823095506
all-mpnet-base-v2,4,25,5,25,5,eom,0.44705874841090426
all-mpnet-base-v2,10,10,5,15,5,eom,0.44705805541819343
all-mpnet-base-v2,12,25,5,5,5,eom,0.4470222690974035
all-mpnet-base-v2,10,5,5,5,10,eom,0.44699511594253144
all-mpnet-base-v2,20,25,25,10,5,eom,0.4469675557765838
all-mpnet-base-v2,16,25,15,5,10,eom,0.44690720091140834
all-mpnet-base-v2,20,10,20,25,15,eom,0.44687900167402517
all-mpnet-base-v2,12,10,20,25,15,eom,0.44687900167402517
all-mpnet-base-v2,16,10,20,25,15,eom,0.44687900167402517
all-mpnet-base-v2,8,10,20,25,15,eom,0.44687900167402517
all-mpnet-base-v2,18,10,20,25,15,eom,0.44687900167402517
all-mpnet-base-v2,10,10,20,25,15,eom,0.44687900167402517
all-mpnet-base-v2,14,10,20,25,15,eom,0.44687900167402517
all-mpnet-base-v2,6,5,25,25,15,eom,0.44685112271440236
all-mpnet-base-v2,14,15,5,10,5,eom,0.4468451276619075
all-mpnet-base-v2,14,15,15,5,5,eom,0.4468323329612336
all-mpnet-base-v2,20,15,15,5,10,eom,0.44682103346765817
all-mpnet-base-v2,6,15,25,5,20,eom,0.44681945452522914
all-mpnet-base-v2,20,5,20,10,20,eom,0.44674517663419316
all-mpnet-base-v2,14,5,20,10,20,eom,0.44674517663419316
all-mpnet-base-v2,12,5,20,10,20,eom,0.44674517663419316
all-mpnet-base-v2,18,5,20,10,20,eom,0.44674517663419316
all-mpnet-base-v2,16,5,20,10,20,eom,0.44674517663419316
all-mpnet-base-v2,14,5,25,15,25,eom,0.4467105053003981
all-mpnet-base-v2,16,5,25,20,25,eom,0.4467105053003981
all-mpnet-base-v2,10,5,25,15,25,eom,0.4467105053003981
all-mpnet-base-v2,18,5,25,15,25,eom,0.4467105053003981
all-mpnet-base-v2,14,5,25,20,25,eom,0.4467105053003981
all-mpnet-base-v2,10,5,25,20,25,eom,0.4467105053003981
all-mpnet-base-v2,20,5,25,20,25,eom,0.4467105053003981
all-mpnet-base-v2,18,5,25,20,25,eom,0.4467105053003981
all-mpnet-base-v2,16,5,25,15,25,eom,0.4467105053003981
all-mpnet-base-v2,20,5,25,15,25,eom,0.4467105053003981
all-mpnet-base-v2,12,5,25,15,25,eom,0.4467105053003981
all-mpnet-base-v2,12,5,25,20,25,eom,0.4467105053003981
all-mpnet-base-v2,6,20,15,20,5,eom,0.4467093470505312
all-mpnet-base-v2,14,20,5,5,5,eom,0.4466641732953453
all-mpnet-base-v2,12,25,25,10,5,eom,0.44656863139911784
all-mpnet-base-v2,4,10,10,5,25,eom,0.44645726767462185
all-mpnet-base-v2,4,25,25,10,5,eom,0.4464078727207544
all-mpnet-base-v2,4,25,20,15,10,eom,0.4463670326591185
all-mpnet-base-v2,4,25,20,20,10,eom,0.4463670326591185
all-mpnet-base-v2,4,10,5,5,10,eom,0.44630450318725623
all-mpnet-base-v2,6,5,5,15,5,eom,0.44624723445298525
all-mpnet-base-v2,20,10,5,5,10,eom,0.44624391069946334
all-mpnet-base-v2,12,5,10,5,20,eom,0.44620817451766953
all-mpnet-base-v2,10,15,10,5,5,eom,0.4461383874886074
all-mpnet-base-v2,4,20,20,5,25,eom,0.44610047286785975
all-mpnet-base-v2,14,25,20,5,5,eom,0.44605536282438957
all-mpnet-base-v2,4,5,5,5,10,eom,0.44603911184172873
all-mpnet-base-v2,18,25,10,10,5,eom,0.44601484528377844
all-mpnet-base-v2,8,15,5,10,5,eom,0.44600516852012567
all-mpnet-base-v2,18,10,25,5,15,eom,0.44598127446659386
all-mpnet-base-v2,16,5,10,15,5,eom,0.44587672791113087
all-mpnet-base-v2,4,10,25,15,10,eom,0.44587328073007704
all-mpnet-base-v2,4,10,25,25,10,eom,0.44587328073007704
all-mpnet-base-v2,4,10,25,20,10,eom,0.44587328073007704
all-mpnet-base-v2,4,20,20,10,5,eom,0.4458608905100713
all-mpnet-base-v2,8,20,20,5,10,eom,0.4458605646777873
all-mpnet-base-v2,4,15,5,10,15,eom,0.44585428525113285
all-mpnet-base-v2,10,5,10,20,20,eom,0.44582568223943936
all-mpnet-base-v2,12,5,5,10,5,eom,0.44582257078415555
all-mpnet-base-v2,8,5,10,15,10,eom,0.4458010959651776
all-mpnet-base-v2,18,20,25,5,5,eom,0.44574243105569983
all-mpnet-base-v2,16,5,25,5,5,eom,0.445737316681518
all-mpnet-base-v2,8,10,25,10,15,eom,0.44570152373864885
all-mpnet-base-v2,8,10,10,20,5,eom,0.44558928876600135
all-mpnet-base-v2,6,25,15,10,15,eom,0.4454987878368827
all-mpnet-base-v2,6,25,15,15,15,eom,0.4454987878368827
all-mpnet-base-v2,6,25,15,5,15,eom,0.4454987878368827
all-mpnet-base-v2,12,20,5,10,10,eom,0.4454560932935848
all-mpnet-base-v2,12,20,5,5,10,eom,0.4454560932935848
all-mpnet-base-v2,10,10,25,25,10,eom,0.4454543303710407
all-mpnet-base-v2,10,15,5,10,5,eom,0.4453555158963619
all-mpnet-base-v2,14,5,10,5,10,eom,0.44525549779368667
all-mpnet-base-v2,4,15,25,20,15,eom,0.4452365895390341
all-mpnet-base-v2,6,20,20,15,5,eom,0.44522901245475927
all-mpnet-base-v2,10,10,10,5,5,eom,0.4451327539003937
all-mpnet-base-v2,18,15,25,10,5,eom,0.44511902354893296
all-mpnet-base-v2,16,5,10,10,5,eom,0.44509546953408874
all-mpnet-base-v2,10,5,10,10,25,eom,0.44509518430753253
all-mpnet-base-v2,10,5,10,5,25,eom,0.44509518430753253
all-mpnet-base-v2,18,25,5,5,5,eom,0.4450772433266505
all-mpnet-base-v2,20,15,20,5,5,eom,0.4450620406311853
all-mpnet-base-v2,8,20,10,20,5,eom,0.44494788187414
all-mpnet-base-v2,12,5,20,10,10,eom,0.44494304944185414
all-mpnet-base-v2,16,5,15,15,5,eom,0.4448516729778197
all-mpnet-base-v2,18,5,5,5,10,eom,0.4448283808672938
all-mpnet-base-v2,10,5,15,20,5,eom,0.4448220137176318
all-mpnet-base-v2,20,15,20,10,5,eom,0.44479380149590964
all-mpnet-base-v2,4,15,10,20,25,eom,0.44479048133954
all-mpnet-base-v2,4,15,10,15,25,eom,0.44479048133954
all-mpnet-base-v2,4,15,10,10,25,eom,0.44479048133954
all-mpnet-base-v2,4,15,10,5,25,eom,0.44479048133954
all-mpnet-base-v2,8,5,15,10,5,eom,0.44474804806246937
all-mpnet-base-v2,6,15,25,20,10,eom,0.44474688774814036
all-mpnet-base-v2,18,15,25,5,10,eom,0.4447364490547166
all-mpnet-base-v2,6,15,15,5,10,eom,0.4447356777247896
all-mpnet-base-v2,14,5,20,5,10,eom,0.44470823566736484
all-mpnet-base-v2,6,15,5,10,5,eom,0.4446638469176543
all-mpnet-base-v2,18,15,15,5,10,eom,0.4446088957557527
all-mpnet-base-v2,6,20,15,15,10,eom,0.44458772942882036
all-mpnet-base-v2,6,20,15,20,10,eom,0.44458772942882036
all-mpnet-base-v2,16,20,25,5,5,eom,0.44452356347577593
all-mpnet-base-v2,4,5,25,20,25,eom,0.4443987704539154
all-mpnet-base-v2,4,5,25,15,25,eom,0.4443987704539154
all-mpnet-base-v2,20,20,25,10,5,eom,0.4443232575707972
all-mpnet-base-v2,18,20,15,10,5,eom,0.44425475150309063
all-mpnet-base-v2,16,25,5,10,5,eom,0.4442332819266786
all-mpnet-base-v2,6,5,20,15,5,eom,0.44420294410804845
all-mpnet-base-v2,6,5,20,10,10,eom,0.44414466535013775
all-mpnet-base-v2,12,15,25,10,5,eom,0.44408171022909876
