Topic_modeling_name,model_num,lattice,initialization,mapsize_model,topographic_error,quantization_error
BERT_vector,BERT_vector_model_62_hexa_pca,hexa,pca,"(43, 49)",0.1338757396449704,0.030034287899147485
BERT_vector,BERT_vector_model_62_hexa_random,hexa,random,"(43, 49)",0.22855029585798817,0.026007984691024548
LDA_vector,LDA_vector_model_63_hexa_pca,hexa,pca,"(19, 18)",0.03476331360946745,0.12447544991891066
LDA_vector,LDA_vector_model_63_hexa_random,hexa,random,"(19, 18)",0.036242603550295856,0.1292126152589651
BERT_vector,BERT_vector_model_63_hexa_pca,hexa,pca,"(19, 18)",0.025887573964497042,0.09593949839932377
BERT_vector,BERT_vector_model_63_hexa_random,hexa,random,"(19, 18)",0.04955621301775148,0.11658151417029299
LDA_vector,LDA_vector_model_64_hexa_pca,hexa,pca,"(37, 20)",0.2448224852071006,0.08673063567303085
LDA_vector,LDA_vector_model_64_hexa_random,hexa,random,"(37, 20)",0.07322485207100592,0.09036079121092458
BERT_vector,BERT_vector_model_64_hexa_pca,hexa,pca,"(37, 20)",0.11020710059171597,0.05071878317706493
BERT_vector,BERT_vector_model_64_hexa_random,hexa,random,"(37, 20)",0.09689349112426035,0.06451947299166143
LDA_vector,LDA_vector_model_65_hexa_pca,hexa,pca,"(24, 21)",0.08062130177514792,0.10648203771933043
LDA_vector,LDA_vector_model_65_hexa_random,hexa,random,"(24, 21)",0.15458579881656806,0.10570670750742643
BERT_vector,BERT_vector_model_65_hexa_pca,hexa,pca,"(24, 21)",0.028846153846153848,0.07270164070058883
BERT_vector,BERT_vector_model_65_hexa_random,hexa,random,"(24, 21)",0.3084319526627219,0.08754064742235933
LDA_vector,LDA_vector_model_66_hexa_pca,hexa,pca,"(53, 44)",0.09985207100591716,0.052102576058788444
LDA_vector,LDA_vector_model_66_hexa_random,hexa,random,"(53, 44)",0.3380177514792899,0.05044462203764504
BERT_vector,BERT_vector_model_66_hexa_pca,hexa,pca,"(53, 44)",0.29511834319526625,0.023362253897626077
BERT_vector,BERT_vector_model_66_hexa_random,hexa,random,"(53, 44)",0.3742603550295858,0.022978781523050367
LDA_vector,LDA_vector_model_67_hexa_pca,hexa,pca,"(46, 23)",0.2514792899408284,0.0749757360129206
LDA_vector,LDA_vector_model_67_hexa_random,hexa,random,"(46, 23)",0.10428994082840237,0.0765402785919059
BERT_vector,BERT_vector_model_67_hexa_pca,hexa,pca,"(46, 23)",0.19748520710059173,0.042852434854586174
BERT_vector,BERT_vector_model_67_hexa_random,hexa,random,"(46, 23)",0.22633136094674555,0.047530692539895746
LDA_vector,LDA_vector_model_68_hexa_pca,hexa,pca,"(44, 42)",0.1908284023668639,0.05748814044214246
LDA_vector,LDA_vector_model_68_hexa_random,hexa,random,"(44, 42)",0.13831360946745563,0.059317978293637594
BERT_vector,BERT_vector_model_68_hexa_pca,hexa,pca,"(44, 42)",0.1804733727810651,0.027686611646097106
BERT_vector,BERT_vector_model_68_hexa_random,hexa,random,"(44, 42)",0.23668639053254437,0.04471214305445292
LDA_vector,LDA_vector_model_69_hexa_pca,hexa,pca,"(47, 43)",0.12721893491124261,0.05533704147711841
LDA_vector,LDA_vector_model_69_hexa_random,hexa,random,"(47, 43)",0.17011834319526628,0.057643542487349944
BERT_vector,BERT_vector_model_69_hexa_pca,hexa,pca,"(47, 43)",0.15384615384615385,0.027827227260691947
BERT_vector,BERT_vector_model_69_hexa_random,hexa,random,"(47, 43)",0.14792899408284024,0.04047719149237496
LDA_vector,LDA_vector_model_70_hexa_pca,hexa,pca,"(36, 31)",0.15162721893491124,0.07565978391178785
LDA_vector,LDA_vector_model_70_hexa_random,hexa,random,"(36, 31)",0.13831360946745563,0.07749825365051419
BERT_vector,BERT_vector_model_70_hexa_pca,hexa,pca,"(36, 31)",0.10207100591715976,0.04213113971709062
BERT_vector,BERT_vector_model_70_hexa_random,hexa,random,"(36, 31)",0.21375739644970415,0.053921375040472404
LDA_vector,LDA_vector_model_71_hexa_pca,hexa,pca,"(44, 42)",0.1908284023668639,0.05748814044214246
LDA_vector,LDA_vector_model_71_hexa_random,hexa,random,"(44, 42)",0.13831360946745563,0.059317978293637594
BERT_vector,BERT_vector_model_71_hexa_pca,hexa,pca,"(44, 42)",0.1804733727810651,0.027686611646097106
BERT_vector,BERT_vector_model_71_hexa_random,hexa,random,"(44, 42)",0.23668639053254437,0.04471214305445292
LDA_vector,LDA_vector_model_72_hexa_pca,hexa,pca,"(36, 48)",0.20192307692307693,0.06204460220381926
LDA_vector,LDA_vector_model_72_hexa_random,hexa,random,"(36, 48)",0.19600591715976332,0.061566451195525514
BERT_vector,BERT_vector_model_72_hexa_pca,hexa,pca,"(36, 48)",0.22855029585798817,0.029623001616116158
BERT_vector,BERT_vector_model_72_hexa_random,hexa,random,"(36, 48)",0.13683431952662722,0.0314154006000646
LDA_vector,LDA_vector_model_73_hexa_pca,hexa,pca,"(48, 24)",0.20784023668639054,0.07290410037521275
LDA_vector,LDA_vector_model_73_hexa_random,hexa,random,"(48, 24)",0.15162721893491124,0.07307420424743724
BERT_vector,BERT_vector_model_73_hexa_pca,hexa,pca,"(48, 24)",0.14423076923076922,0.04127105843088059
BERT_vector,BERT_vector_model_73_hexa_random,hexa,random,"(48, 24)",0.3084319526627219,0.04613914018522456
LDA_vector,LDA_vector_model_74_hexa_pca,hexa,pca,"(30, 35)",0.20414201183431951,0.07649197443689314
LDA_vector,LDA_vector_model_74_hexa_random,hexa,random,"(30, 35)",0.08875739644970414,0.07611900420881236
BERT_vector,BERT_vector_model_74_hexa_pca,hexa,pca,"(30, 35)",0.125,0.0451445011743766
BERT_vector,BERT_vector_model_74_hexa_random,hexa,random,"(30, 35)",0.03254437869822485,0.06052399872920228
